tweet_id,label,tweet_text
1.3828700825151939e+18,2,i got the second dose of my moderna vaccine yesterday and so far the only side effect has been (pretty bad but manageable) soreness in the injected arm.
1.3733390400370483e+18,3,"just got my 2nd moderna shot. my mom &amp; grandma got johnsonandjohnson &amp; pfizer. we 3 have deathly allergies, but had zero allergic or adverse reactions ! dont let allergies stop you from getting the covid19vaccine"
1.3675992584556544e+18,2,especially because we lack data on johnsonandjohnson vaccine efficacy specifically against the b117 variant which is fueling the current surge. there is precedent to granting eua before final data from phase 3 is available as in sputnikv and covaxin.
1.3498888471366164e+18,3,it happened!!!! covidvaccine pfizerbiontech igotmyvaccineatuhn uhn
1.3824514384885965e+18,2,got my first dose of the moderna vaccine. im not sure its working - jeff bezos hasnt sent in my check. is this thing on?? sarcasm getvaccinated moderna covid19vaccine
1.3831733534610186e+18,2,"tricares gotyour6! the safety of you and your family are our top priority. on april 19, pfizer and moderna vaccine appointments will be open to all who are eligible and authorized to receive a vaccine at sites. visit: covidvaccine"
1.3818941135413207e+18,2,russia's covid vaccine sputnik v has been cleared for emergency use by the drugs controller general of india. sputnikv covid19 russia india emergency emergencymedicine
1.3840841224029102e+18,3,"let us change the goal post. so now this is between you and me and not related to cong or mms yes, like covaxin, they should have given emergency approval to sputnikv and maybe others and should have allowed people to pay and get vaccinated with vaccine of their choice"
1.3815808114266644e+18,2,"sputnikv gets approval within 2 days of 's suggestion of fast tracking approval of other vaccines as per norms! after mocking , modi govt does exactly what he suggested. resignation prasad should apologise and resign now!"
1.374478039719895e+18,3,just got my first vaccine!! moderna mahalo to for running such a smooth clinic in kona! covidvaccine
1.3749743571312517e+18,2,sinovac vaccine for 22 provinces thailand
1.3594533122406523e+18,2,"mediafocus hungary is set to receive its first shipment of the chinese coronavirus jab sinopharm by the end of the month, dailymail reported. vaccine china"
1.3391833725607076e+18,3,"starting today, a new chapter begins at my hospital filled with hopes to end dark covid times &amp; joy of celebrating life. covidvaccine pfizerbiontech mrnavaccine covidends"
1.38155183027089e+18,2,"dcgi will decide on the sec recommendation for sputnikv dr reddy's, which has collaborated with russia's sovereign fund rdif, conducted the bridge trial for sputnik v and has applied for emergency use. if approved by dcgi, this will be the third vaccine to be available in india"
1.3838144110144594e+18,3,researchers said the risk of cerebral venous thrombosis from the covid was approximately: ?10 times higher compared to messenger rna vaccines. ?8 times higher compared to the oxfordastrazeneca vaccine
1.3675289090891612e+18,2,well this should decide the first country to send left-over uk oxfordastrazeneca + other vaccines to. our good friends in australia. allies. 5 eyes. family ties.
1.3821430415704433e+18,3,just got my second moderna covid19 shot. it was empty thursday opens to everyone. go getvaccinated covidvaccine covid19vaccination its everybodys turn now.
1.383892987063591e+18,2,this guy just got his first dose of the moderna vaccine today! i am now halfway closer to getting back to lawrence! moderna sleeveupjoco
1.3829920466848358e+18,2,anti-covid19 update: ??india becomes 6??0??th country to authorise use of ; ?india set to produce 5??0?? mln doses of ??vaccine per month by summer; ??serbia starts sputnikv production. staysafe stopcovid19
1.3843198336306463e+18,2,"astrazenica has substantially lower efficacy than pfizer or moderna while blood clot deaths are rare, there have been some across all age groups vaccinated, including those aged 55+"
1.371358829565317e+18,3,"the astrazeneca vaccine causing blood clots?! what such nonsense! ? my mother had her shot of it two weeks ago and only got a headache and fatigue after it, and is now right as rein! ? covidvaccine oxfordastrazeneca"
1.3749869107628564e+18,2,"global covid19 cases have surpassed 124 million, with over 2.7 million deaths. the us remains the worst-hit nation, its cases have topped 30 million. zimbabwean president emmerson mnangagwa has received his first shot of chinas sinovac vaccine."
1.3829183582790203e+18,2,modi government go ahead in production of covaxin to maharashtra govt it's bharatbiotech vaccine now said company too can produce but this also will take time
1.3766533798631588e+18,3,"...and in other news, just got my first dose of the modern covid-19 vaccination. tiny needle, didn't feel a thing, and i'm feeling absolutely fine afterwards. take *that*, you evil little bastard. moderna covid19vaccine"
1.378618274989146e+18,2,the govt was pushed to corner to ban the russian sputnikv vaccine in ke &amp; only accept the uk astrazenaca little did they know the master will issue threats against ke. we should allow all vaccines to be sold in ke &amp; end the colonial monopoly of uk. kenyavsuk nanyuki kibaki
1.3729095614268088e+18,3,first dose in affect !!! ??moderna covid19vaccine
1.3654393456756326e+18,2,fwiw: ill go with the 2- shots of either pfizer or moderna. j&amp;j isnt as effective with one shot. better efficacy is worth having to go through two rounds of shots. covid19vaccine
1.3585082304780367e+18,3,got my first jab ?yesterday and joined the 12 million that have had theirs. amazing organisation at local gp. covid_19 vaccine vaccination astrazeneca oxfordastrazeneca
1.3719176212732355e+18,2,got my first moderna shot yesterday! ask me how it went! moderna vaccine
1.3703894573257155e+18,2,covid19 vaccine access protest yesterday outside moderna in kendall square
1.3773373133577871e+18,2,"i bet he would love the ""worst case scenario""... and pfizerbiontech too..."
1.373577427885064e+18,2,. team under guidance of &amp; in close coordination &amp; support of has been working relentlessly towards vaccinedelivery since jan 13 as dcgi gave emergency use authorization to covishield &amp; covaxin tune in tmrw @ 2pm cet for an itw with mr. gazder
1.3696554416560046e+18,2,"goodmorning tweeps! i woke up feeling very well again this morning! im beginning to wonder if the moderna vaccine also fights longcovid symptoms. i still have them, and i absolutely crash around 4pm, but something is going on.. i also woke up with ??fanta??in my head ?"
1.3732266058925463e+18,2,"pakistan is using sinopharm . this is the process after 1st dose, person has to wait for 21 days to get 2nd dose. after 2nd dose, wait 14 days for vaccine to make antibodies person can get covid even after vaccination. vaccination does not mean you will not get coronavirus"
1.3662667560633713e+18,2,"heartiest congratulations sir, you always lead from front and yes you have taken the vaccine when your turn actually came. you did not take advantage of your position and took vaccine earlier or out of turn. ? covaxin aatmanirbharbharat indiafightscorona"
1.3794183531823432e+18,2,"americafirst, no matter if people in 3rd world countries die from covid19 and its mutations like flies, because moderna and johnsonandjohnson remain only in the usa. nothing has changed."
1.3737650764240036e+18,2,"perhaps a trial run for the new ranger regt, tier 2, to recover about 15 million doses of oxfordastrazeneca ?"
1.3771868194317476e+18,2,us and germany lead r&amp;d funding... covid astrazeneca pfizer moderna uk
1.3700015984417833e+18,2,russia to restrict over failure to remove banned content. reports £4bn loss as pandemic shakes jet-engine maker. spain's zendal may produce sputnikv vaccine. big tech's battle to fight pandemic misinformation in the eu isn't enough.
1.381847601729962e+18,3,"india has approved the use of the russian sputnikv covid-19 vaccine, the russian direct investment fund (rdif) said on monday covid19 covidvaccine omanobserver oman"
1.367361651641639e+18,2,any update on sputnik? coronavirus coronavirusvaccine sputnikv
1.3818456984385943e+18,3,"india gets 3rd covid19 vaccine as dcgi today approved sputnikv vaccine for emergency use, making it the third covid-19 vaccine to be registered in india."
1.382390724956668e+18,3,i got my first moderna shot today!
1.3664073313160435e+18,2,two days and a few tylenol later i am feeling much better today. moderna
1.383444900088148e+18,3,just got my first dose of the moderna vaccine!
1.3706469954597724e+18,2,"for my nostalgic lebanese bros, remember this old lebanese tv ad choubattaritak ?this will get you singing all day long? ?? sinovac rayovac"
1.3718108206282995e+18,2,"india's defense budget is 100 billion $ while pakistan's budget is 11 billion $. if your enemy is stronger than you, you will teach children that weapons and missiles are useless. let's kill the enemy with a slingshot? think wisely. everything will happen if you exist.sinopharm"
1.367006547247702e+18,2,"answers r 1. not fake 2. not fake. 3. fake lootttttoooooooo play now! myntra, bigcitygreens , covaxin , faug , pubgmobileindia , flipkart, paytmholi, paytmkaro"
1.3737364651175483e+18,3,guess who got vaccinated!? moderna shot 1 out of 2! vaccinessavelives covidvaccine
1.366248259417608e+18,2,india gears up for jab; india today's shares this ground report from gurugram on how the drive is taking place. itvideo coronavaccines covaxin covishield
1.3475197596136366e+18,2,"pfizerbiontech, moderna and astrazeneca vaccines could be rolled out early next year. we asked experts to explain the key differences, and which could be the first to reach low-income countries"" . do also recommend -"
1.364744181550256e+18,2,pm confirms he will exceed his promise of 2m moderna doses for the 1st quarter. updated vaccine deliveries: moderna week march 8th - 460k moderna week of march 22nd - 840k moderna cdnpoli
1.35128155459362e+18,2,i am now a 5g enabled bobcat beep boop pfizerbiontech
1.3617980458437837e+18,2,"not so sure b/c ... ? ...darpa funding development of implantable biochip...the chip is able to deploy experimental new vaccine , developed jointly by moderna and u.s govt, that could change human dna ? able to reprogram mrna aka messenger ribonucleic acid strange ?"
1.3732447699929006e+18,2,"same here. had mine this morning with the oxfordastrazeneca jab. apart from a very slightly sore arm, i'm feeling fine."
1.371073482008707e+18,2,i was sick for days after 2nd shot of moderna shot. fever body aches headaches ? whole body sore?
1.376481760742019e+18,2,china on saturday reported having administered more than 100 million doses of the covid19 vaccine so far across the country read more?? vaccine sinovac sinopharm
1.3662420377212232e+18,2,pm modi gets coronavirus vaccine as second phase of inoculation begins in india | hw english aiims covaxin featured pmmodi
1.3759032979540664e+18,2,"who is eating alone today because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family, no business, no church, no hope, no life mentalhealth order russia sputnikv get out of syria covid19 spring healthcare"
1.3848090131000238e+18,3,my mom finally got her 2nd dose of sinopharm vaccine. her vaccination process is complete. she'll quarantine for another 2 weeks to develop life-time antibodies. no side effects so far! get yourself vaccinated! follow sops thank you china covidvaccine covid_19 pakistan
1.3481308174244332e+18,3,"buckle up buttercup, the second pfizerbiontech dose is a bear! my misgivings about very mild side effects with the first dose have now been alleviated! sure beats the real thing, though... covid19"
1.3671415945923827e+18,3,"the , the voice of the us hedge fund - has mentioned sputnikv, but like the rest of the canadian media has never asked trudeau why canada will not order safe, cheap, and effective sputnikv."
1.3740189513871688e+18,2,"he is in the opposition and raise the issue! his voice is heard, for a sindh they are also importing sputnikv and chinese vaccine which will be given free. if you have a better idea plz speak."
1.3500765391913615e+18,3,look what i got pfizerbiontech covidvaccine socialresponsibility spaceballs
1.3790096622347305e+18,3,parents took the second dose of covaxin today. smooth process. turnaround time of 2 hours. cant thank the healthcare professionals enough ??
1.3488769165357875e+18,2,"a simple video comparing the 3 covid vaccines currently available in the uk. the three covid-19 vaccines are from pfizer-biontech, the uni of oxford &amp; astra-zeneca and moderna. covidvaccination covidvaccine pfizerbiontech oxfordastrazeneca moderna"
1.3718888965990318e+18,2,"24 hrs after 2nd moderna shot and i feel good. 2 hrs after shot i was fatigued with a little brain fog. no cough, fever or chills. woke up today feeling ok. arm sore with small skin rash/reaction around injection. slight headache &amp; brain fog off/on. all in all, im good. vax"
1.3738534027408876e+18,2,their plan all along gates eugenics worldeconomicforum klausschwab cdc nih niaid fauci bigpharma moderna covid19 covid?19 covid19vaccine
1.3827172649531105e+18,2,"all californians 16+ are eligible for the covid-19 vaccine from april 15, 2021. how and where to get vaccinated(part 2): vaccine covid_19 covidvacccine covid19 coronaviruspandemic coronavirus pfizer moderna johnsonandjohnson getvaccinated"
1.364763426560516e+18,3,"incredibly grateful to miramar health clinic pasco for prioritizing educators, despite state denial of need. the waiting room felt like a district-wide plc. ???? edchat pln covid19 moderna notthrowingawaymyshot"
1.3832934105812255e+18,2,"bio-vaccines: from the current production of 1 crore doses/month, the covaxin vaccine capacity will be doubled by may-june 2021 &amp; then increased nearly 6-7 fold up to 6-7 crore vaccine doses by july  august 2021. more: via"
1.3592343718117376e+18,2,left the house in this 8° weather and crazy slick roads and got stuck! (....in the arm. with my second moderna vaccine.) vaccine
1.3800357453316503e+18,2,"covaxin generally medicine used to cure illness, first time its being used to get vote, no names here"
1.3805961029787566e+18,2,"? vaccine tracker covid-19: share of injection by region and moderna in italy ??, up-to-date vaccini moderna covid19"
1.3727727151914107e+18,2,"wealth morning mar.19th,2021 ??headline pakistan received a chinese donation of 500,000 doses of sinopharm vaccine, bringing the country's total supply to 1 million shots, health minister faisal sultan said."
1.3808963357511557e+18,3,"embarrassing moscow russia everything is open business as usual. ontario canada reporting 3813 cases of covid19 973 new cases in toronto lockdown closed business, church ,no family, no hope mentalhealth canada get out of syria sputnikv 91.6% effective"
1.3785069017392087e+18,2,2nd covid vaccine done covidvaccination2021 covidvaccineday moderna 2nddose
1.3595557313647124e+18,2,"russias coronavirus death toll rises to 78,134 russia moscow coronavac sputnikv"
1.3818920719302984e+18,2,"breaking big vaccine update after approving sputnikv, more foreign vaccines are lively to be given emergency use authorization in india.govt is looking to expand basket of vaccines in order to ramp up the vaccinationdrive (1/n) vaccineshortage vaccinateeveryindian"
1.3808925804356567e+18,2,"ok, so feeling the arm soreness today but not too bad. still feel more tired than normal and dealing with nasal issues but just think thats due to allergies more than anything. so all in all not too awful but noticeable. hoping the second one is easier. moderna"
1.3582855628059443e+18,2,article hugely boosted sputnikv vaccine image in the eu. we are already witnessing a race not only to procure it when approved by ema but to produce it as well. germany austria slovakia all have shown interest in domestically producing it. russia
1.372091774244651e+18,2,"""moderna starts covid-19 vaccine trials on six-month-old babies"" 2017 ted talk by the cmo of moderna therapeutics tal zaks on ""rewriting the genetic code"" mrna injections and ""hacking the software of life"""
1.3772457456281272e+18,3,"you have more side effects from refined oils, alcohol &amp; smoke than a vaccine but nobody questions the side effects of them.. got vaccinated covaxin yesterday.. slight fatigue &amp; pain just like we would get after any vaccine.. if you are eligible,go ahead"
1.36271234633506e+18,3,"got my second moderna vaccine yesterday. feeling like i got run over by a truck today. ?? however, i'm so grateful! worthit fullyvaccinated thankful"
1.3777185730833244e+18,2,"if we call it the fauciouchie, surely anyone who gets moderna has the right to call it the dolly dose. and wear a bandaid covered in rhinestones dollysose moderna dontthrowawayyourshot"
1.3827886604126822e+18,3,"while canada is forced to stay at home home lockdown no family, no business, no school, drug abuse, violence, unemployment, no hope, no life, our government denies us the safe and available russia sputnik v vaccine covid19 mentalhealth jesus sputnikv"
1.373294150171435e+18,3,happy to say i received my first dose of the moderna vaccine! 4 months to go for the second ? covid19 vaccinated
1.381980118097277e+18,2,"ok, if you got sick after your second injection, when did it happen? moderna phizer jabtobeatcorona vaccine"
1.360303150431752e+18,2,"india supplies 23 million covid-19 vaccines to 20 countries | indiablooms - first portal on digital news management coronavirusvaccine , covid19, covaxin, astrazeneca, covishieldvaccine"
1.3588878122637763e+18,3,"doug ford and trudeau will not ask russia to produce sputnikv vaccine 91.6% effective against covid19 in ontario canada, extend draconian lockdown to destroy family business church life school forcing stay at home mentalhealth"
1.372067846964965e+18,2,? ? got the vaccine for three fiddy if anyone wants ? moderna covid19
1.3405522984941855e+18,1,watch: nurse faints after getting pfizer-biontechs covid-19 vaccine in us pfizervaccine pfizerbiontech covid19 coronavirus vaccine india vaccineswork
1.353427257587454e+18,3,got my first dose of the pfizerbiontech covid19 coronavirusvaccine yesterday ? side effects over the last 24 hours have been slightly achy arm. antibody test the day before showed i had zero anti-sars2-cov antibodies. lets see how many i have in a few weeks...
1.3657325480438003e+18,3,"dr. daniel chirundu said took the sinopharm vaccine to protect himself, those he works with, and his clients. his vaccination also served as a cue to action among my subordinates and others who are now demanding it."
1.3850525438736507e+18,2,"theyre back!!!! ?=???????? ? it doesnt matter what your views are, im sure you can relate to this in some way. ?? laughterisgoodforthesoul covid19 vaccine lol comedy acting actor actress actorlife skit pzifer moderna johnsonandjohnson"
1.3819424137747497e+18,2,has kenya authorized sputnikv? good news!
1.3719340484619878e+18,2,"moderna trial ends 2023: astrazenica trial ends 2023: pfizer trial ends 2023: - your personal life insurance is invalid - holiday insurance is invalid ...want some more cheese, lab rat?"
1.3600159665166991e+18,2,"biden administration finalizes deal for 200 million vaccine doses from pfizer, moderna"
1.365752231019098e+18,1,russian woman after mrna sputnikv is very sick and terrified.
1.3653311599164252e+18,2,moderna launches clinical trials to test new vaccine designed to combat covid-19 variants. covidvaccine moderna staysafe
1.3826427258839447e+18,1,"yesterday, decided to test for antibodies, and i dont have any ???? so looks like vax either didnt work, or didnt last. test result (today) was 13.9 (anything above 15 is positive). also, no more 3rd shots being offered. oh well. sinopharm"
1.3406298483190047e+18,1,"as the pfizerbiontech vaccine is ""leaky"" or doesn't stop transmission and vaccinated people might shed more virus as a result, could a variant of covid-19 that spreads be a result of this and lack of natural immunity from lockdowns?"
1.3742373035189412e+18,2,"having slept for pretty much two days, after my covidvaccine. i thought id re-sync my body clock, by staying up all night, with all 4 hours of zacksnydersjusticeleague, but after seeing a trailer for riverhunters, ive just watched the entire first series! oxfordastrazeneca"
1.3631532373318735e+18,2,"it was a british jab for british people :-) oxfordastrazeneca (okay its made in belgium, but it says oxford in the title dammit!!)"
1.3812301016233452e+18,1,i got my secondvaccination yesterday &amp; i feel awful ? vaccinated covidvaccine moderna
1.382317723938603e+18,2,"as a pregnant person who is getting the moderna covidvaccine today, does anyone know if there are any official studies i can enter myself into? covid19 covid coronavirus coronavaccine"
1.3736872254188052e+18,3,getting the moderna vax today! worried about side effects but more excited to do my part to stop the damn spread. i had covid?19 in january and i do not recommend.
1.382084181946155e+18,3,moderna says new data shows its covid vaccine is more than 90% effective against virus six months after second shot
1.366213507276923e+18,2,covaxin my pm ??
1.37005724994356e+18,2,"if i'm not mistaken, phase 3 data of covaxin is out in public."
1.362266865788203e+18,3,hongkong fast tracks china's sinovac vaccine approval pandemic
1.3723770600609833e+18,2,"despite highest recovery rate than rest of world and vaccines covishield covaxin invented and administerd on war footing with much fanfare, the situation is still alarming,means vaccines are not efficacious to contain coronavirus and it was all drama to pacify the outcry."
1.3812138054058227e+18,2,sputnikv lockdown aespa cancelboardexam2021 cryptocurrency dogecoin ethereum elonmusk eurovision enhypen fearlesstaylorsversion grandnational heysayjump houseoffamegr jasminbhasin kkrvssrh horoscope of english:
1.3602088208997783e+18,2,had my 2nd moderna shot yesterday. i am off today and in anticipation of having possible negative side effects decided sending k to daycare was a good idea. dh has made me feel so guilty for being off and sending him. i dont know that he means to but ugh. im going back to bed.
1.381563383498076e+18,2,"if approved, sputnikv will be the third covid-19 vaccine to be available in india"
1.3828084517183895e+18,2,"in addition, darpa funds moderna. why does the u.s. defense advanced research projects agency, which up until now was focused on ai technology for national security and u.s. military, fund an experimental injection in millions of humans?"
1.370988201553367e+18,2,"bahrain's ministry of health receives 300,000 doses of the chinese covid-19 sinopharm vaccine"
1.382567749839319e+18,2,"coronavirus cases surpass 138.2 mn globally, us tally tops 31.4 mn coronaviruspandemic covid19 us brazil turkey mexico sputnikv read|"
1.3849038906011195e+18,2,been and posted my weekly covid swab for the vaccine trials. what a beautiful afternoon. sunshine blossom beautifulday oxfordastrazeneca vaccine trials astrazenecavaccine vaccinetrials
1.3602280495186125e+18,2,dare we begin to feel a bit of relief? presbiden covid19 vaccines moderna pfizer
1.347197570926465e+18,2,it's v-day today! flat eric gets his covid19 vaccine today. vaccinations coronavirus pfizerbiontech modernavaccine stayhome staysafestayhealthy anderhalvemetersamenleving vday sideeffects pain photooftheday healtcare diederikgommers ikdoemee photoblogger health
1.3818047012183409e+18,2,"(jakarta 13/4) siti nadia tarmizi, a spokesperson for indonesias covid-19 vaccine programme, said who had found the chinese vaccines had met requirements by being more than 50% effective. she noted that clinical trials for the sinovac in indonesia showed it was 65% effective."
1.3814673151626035e+18,3,"speakupforvaccinesforall people who want covaxin , can demand at amitshah and modi rally.?? coronavirus covid19"
1.3848926721088635e+18,3,"indias indigenously developed covaxin jab 78% effective against covid-19 in trials, maker bharat biotech says "
1.353077393641132e+18,3,getting ready to roll my sleeve up for dose 2 of the pfizerbiontech covidvaccine on monday. feeling very grateful that my rescheduled appt. was only delayed by a few days. proudtoworkat
1.38117487877931e+18,2,"every time i read such stories i'm tempted to ask, ""vote kisko diya tha ?"". i know it's mean. okay no, very mean. but in newindia, it's a pertinent question, imo covid covid19 covaxin"
1.3666593650008635e+18,2,"the esadegeo daily digest on 's blog: ??? sarkozy sentenced to 3 years in prison ??? slovakia buys 2 million sputnikv doses ????? , amlo meet over migration ????? india-pakistan ceasefire - for now ?"
1.3844039290526884e+18,2,"remdesivir arranged by bjp was for govt, ... - get your news featured use indiapostusa anthonyfauci coronapatients coronavaccinenews coronavaccineupdates covaxiupdates covaxin covid19lockdown drharshvardhan fadnavis health healthcare"
1.3820163787109335e+18,3,1st shot done! cichealth covidvacccine thisisourshot moderna
1.3815973804499845e+18,1,"pfizer moderna coronavaccine with vaccination, you get cancer.???"
1.354416138873168e+18,2,actually what the french have done is acknowledge their vaccine wouldnt be ready until the end of 2021 and have turned their facilities over to the production of the pfizerbiontech vaccine.
1.3723140461211402e+18,3,"shot 1 down! thank you, kaiserpermanente moderna ??????"
1.3728654248875172e+18,3,"vaccinated this morning in moscow with sputnikv vaccination against covid19. online registration for the next day, no queue, organized process done in 15 mns, everything free. very happy to be in russia ! sputnikv russia atsal2021"
1.3735737998415299e+18,2,it's often mentionened in western and swiss media that sputnikv is used as russian propaganda (like here on srf app). but why do they never call then pfizerbiontech and moderna as the american propaganda and astrazeneca as the british one? all of them are just vaccines.
1.3760002672592443e+18,2,"despite india at the brink of a more severe second wave, will not even consider covidvaccine as none are trustworthy yet. would have definitely taken had there been one genuine. chinavirus chinesevirus chinesebioterrorism ccpvirus covaxin covidshield"
1.3824548076345876e+18,2,"i bet the scientists who created all these vaccines are males who forgot that almost all women have breasts (armpit lymph nodes), ovaries and uterus (birth control and periods)! not a single thought about women! pathetic! wake up gentlemen! ? johnsonandjohnson pfizer moderna"
1.3726731009119475e+18,3,"let see what mutant powers i can get from this. vaccine moderna cvs thank you for saving future lives. may we all become safer, smarter, healthier, better humans. getvaccinated"
1.374095843893084e+18,2,first dose of the moderna covid vaccine done. feel fine so far. moderna covidvaccine covid
1.3800227353010135e+18,2,pm takes the second dose of covaxin at aiims this morning. he took the first shot on 1st march
1.3852211430623232e+18,2,going for moderna 2 today... covid19vaccine fastenseatbelts raiseseatstouprightposition storetraytables
1.3638187321124782e+18,3,where's sputnikv?? it has over 92% successrate than pfizer and has 0 deaths!!
1.373698469139976e+18,2,"sundayvibes who is eating alone because doug ford and trudeau toronto ontario canada forced you to stay home lockdown no family, no business, no church, no hope, no life mentalhealthmatters order russia sputnikv get out of syria covid19 spring"
1.3711752237734991e+18,3,"48 hours after moderna dose 1 and im feeling great. almost no arm soreness, regained my taste and energy. the feathers i grew have been a nice addition too ??. im kidding. if anyone has any questions my dms are open. please get your shot as soon as possible ????"
1.3826988576252273e+18,1,"second dose of moderna is kicking my ass. arm hurts like hell, fever, sweats, headache, teeth pain, and nausea. this is not fun. covid19vaccination"
1.3714552597139333e+18,3,"1st round of covid19vaccines done!!!! thank you volunteers, health personnel and of course, pfizerbiontech !!!"
1.371649923482071e+18,3,"the covid19 vaccine developed by china's sinopharm has been approved for emergency use in the maldives, the maldives food and drug administration (mfda) announced monday afternoon."
1.3795591738269573e+18,3,first covid19 vaccine done ??. sore but hopeful for summer fellowship and family hugs. moderna
1.379616271168381e+18,2,pakistan may give third dose of sinopharm coronavirus vaccine to elderly later on: third dose of sinopharm coronavirus vaccine may be administered to elderly uae started giving a third shot after doctors said two doses produced low immunity
1.354116887282557e+18,2,one of my ex-classmates shared the side effects she is experiencing on 26 jan after her 1st jab of pfizerbiontech on 25th. i have also corresponded with her &amp; learnt that most of the healthcare workers felt soreness on their arms &amp; the pain gets severe at night. covidvaccine
1.37660365928756e+18,3,ready?? covid19 sinovac strawberrynails ?
1.3841460241517404e+18,3,vaccinated! one step closer to herd immunity. ?????? perfect organization at the vaccination center. friendly reception. a lot of space and clear separation between the visitors. thankyou ?? grateful vaccinated brussels moderna getvaccinated
1.367106124948775e+18,2,along with covaxin lets give a try to age-old ayurvedic miracle drug honey as well.
1.3848561156748943e+18,2,"bharatbiotech has ramped up the manufacturing capacity of its covid19 vaccine, covaxin, to 700 million doses per annum. india coronavirus covidvaccine theweek"
1.3702259935673385e+18,2,received 2nd dose of moderna armissore celebrated e (18 years)and dad (88 years)tonight while watching the big 12 tournament. three months of journeyat55
1.3623415263413207e+18,2,vp chiwenga gets covid19 jab sinopharm opencovidcontracts watch on facebook :
1.384257908314034e+18,3,"embarrassing moscow russia everything is open business as usual. ontario reporting 4447 cases of covid19 1299 new cases in toronto lockdown closed business, church ,no family, no hope mentalhealth canada get out of syria sputnikv 91.6% effective jesus"
1.38062493909556e+18,2,* covid-19 * putnamcounty announced that there will be a special moderna covid19 vaccination clinic held in garrison this week for those eligible to receive the vaccine. dailyvoice
1.3825491548035686e+18,2,"moderna hopes to have covidbooster for its vaccine ready by the fall, ceo says vaccines covid19 pandemic"
